Protein.ID,Gene.name,LFQ.Control_04dpi_1,LFQ.Control_04dpi_2,LFQ.Control_04dpi_3,LFQ.Control_04dpi_4,LFQ.Control_04dpi_5,LFQ.Control_07dpi_1,LFQ.Control_07dpi_2,LFQ.Control_07dpi_3,LFQ.Control_07dpi_4,LFQ.Control_07dpi_5,LFQ.Control_12dpi_1,LFQ.Control_12dpi_2,LFQ.Control_12dpi_3,LFQ.Control_12dpi_4,LFQ.Control_12dpi_5,LFQ.F13_Mut_04dpi_1,LFQ.F13_Mut_04dpi_2,LFQ.F13_Mut_04dpi_3,LFQ.F13_Mut_04dpi_4,LFQ.F13_Mut_04dpi_5,LFQ.F13_Mut_07dpi_2,LFQ.F13_Mut_07dpi_3,LFQ.F13_Mut_07dpi_4,LFQ.F13_Mut_07dpi_5,LFQ.F13_Mut_12dpi_1,LFQ.F13_Mut_12dpi_2,LFQ.F13_Mut_12dpi_3,LFQ.F13_Mut_12dpi_4,LFQ.F13_Mut_12dpi_5,LFQ.F13_WT_04dpi_1,LFQ.F13_WT_04dpi_2,LFQ.F13_WT_04dpi_3,LFQ.F13_WT_04dpi_4,LFQ.F13_WT_07dpi_1,LFQ.F13_WT_07dpi_2,LFQ.F13_WT_07dpi_3,LFQ.F13_WT_07dpi_4,LFQ.F13_WT_07dpi_5,LFQ.F13_WT_12dpi_1,LFQ.F13_WT_12dpi_2,LFQ.F13_WT_12dpi_3,LFQ.F13_WT_12dpi_4,LFQ.F13_WT_12dpi_5,LFQ.GHu_Mut_04dpi_1,LFQ.GHu_Mut_04dpi_2,LFQ.GHu_Mut_04dpi_3,LFQ.GHu_Mut_04dpi_4,LFQ.GHu_Mut_04dpi_5,LFQ.GHu_Mut_07dpi_1,LFQ.GHu_Mut_07dpi_2,LFQ.GHu_Mut_07dpi_3,LFQ.GHu_Mut_07dpi_4,LFQ.GHu_Mut_07dpi_5,LFQ.GHu_Mut_12dpi_1,LFQ.GHu_Mut_12dpi_2,LFQ.GHu_Mut_12dpi_3,LFQ.GHu_Mut_12dpi_4,LFQ.GHu_Mut_12dpi_5,LFQ.GHu_WT_04dpi_1,LFQ.GHu_WT_04dpi_2,LFQ.GHu_WT_04dpi_3,LFQ.GHu_WT_04dpi_4,LFQ.GHu_WT_04dpi_5,LFQ.GHu_WT_07dpi_1,LFQ.GHu_WT_07dpi_2,LFQ.GHu_WT_07dpi_3,LFQ.GHu_WT_07dpi_4,LFQ.GHu_WT_07dpi_5,LFQ.GHu_WT_12dpi_1,LFQ.GHu_WT_12dpi_2,LFQ.GHu_WT_12dpi_3,LFQ.GHu_WT_12dpi_4,LFQ.GHu_WT_12dpi_5
"Cluster of AT4G30920.1 **** Cytosol aminopeptidase family protein LENGTH=583 IPR011356 (Leucine aminopeptidase/peptidase B) GO:0004177 (aminopeptidase activity), GO:0005622 (intracellular), GO:0005737 (cytoplasm), GO:0006508 (proteolysis), GO:0008235 (metalloexopeptidase activity), GO:0019538 (protein metabolic process), GO:0030145 (manganese ion binding) (Niben101Scf02562g00020.1)",Niben101Scf02562g00020.1 [2],20,26,22,20,16,16,15,17,10,25,18,26,24,32,15,18,21,16,22,15,24,24,15,11,20,22,22,14,23,15,27,15,22,21,22,20,14,17,23,17,16,15,24,19,22,9,16,9,27,23,24,17,24,15,9,24,20,19,16,21,17,19,17,21,24,16,10,19,15,9,13,11,18
"    AT4G30920.1 **** Cytosol aminopeptidase family protein LENGTH=583 IPR011356 (Leucine aminopeptidase/peptidase B) GO:0004177 (aminopeptidase activity), GO:0005622 (intracellular), GO:0005737 (cytoplasm), GO:0006508 (proteolysis), GO:0008235 (metalloexopeptidase activity), GO:0019538 (protein metabolic process), GO:0030145 (manganese ion binding)",Niben101Scf02562g00020.1,20,22,18,17,15,14,14,15,10,23,16,23,23,29,13,18,19,13,20,14,21,20,15,11,18,20,20,14,20,15,25,13,18,20,20,20,14,17,22,17,14,15,23,18,20,9,15,8,26,20,21,16,24,13,9,20,17,18,13,20,16,19,14,20,22,14,10,18,14,8,12,11,17
"    AT4G30920.1 **** Cytosol aminopeptidase family protein LENGTH=583 IPR011356 (Leucine aminopeptidase/peptidase B) GO:0004177 (aminopeptidase activity), GO:0005622 (intracellular), GO:0005737 (cytoplasm), GO:0006508 (proteolysis), GO:0008235 (metalloexopeptidase activity), GO:0019538 (protein metabolic process), GO:0030145 (manganese ion binding)",Niben101Scf03790g00009.1,19,23,22,17,15,14,12,15,9,22,16,25,20,28,14,16,19,14,19,11,20,22,12,10,18,20,20,13,20,14,21,15,18,18,18,19,14,14,22,15,14,13,22,17,19,8,13,9,26,20,22,15,21,15,7,22,17,17,13,18,13,18,15,18,22,15,10,17,13,9,12,10,17
"Cluster of AT4G29060.1 *-** elongation factor Ts family protein LENGTH=953 IPR001816 (Translation elongation factor EFTs/EF1B), IPR012340 (Nucleic acid-binding, OB-fold) GO:0003676 (nucleic acid binding), GO:0003746 (translation elongation factor activity), GO:0005515 (protein binding), GO:0005622 (intracellular), GO:0006414 (translational elongation) (Niben101Scf02757g01001.1)",Niben101Scf02757g01001.1 [2],59,61,55,44,53,30,42,26,35,43,42,72,53,55,50,46,55,47,51,34,51,60,45,34,49,50,50,53,58,39,54,35,46,52,49,61,51,50,51,43,47,48,71,43,52,31,42,36,59,50,55,43,44,42,39,53,57,40,58,53,42,56,33,56,53,52,45,50,33,41,33,36,30
"    AT4G29060.1 *-** elongation factor Ts family protein LENGTH=953 IPR001816 (Translation elongation factor EFTs/EF1B), IPR012340 (Nucleic acid-binding, OB-fold) GO:0003676 (nucleic acid binding), GO:0003746 (translation elongation factor activity), GO:0005515 (protein binding), GO:0005622 (intracellular), GO:0006414 (translational elongation)",Niben101Scf02757g01001.1,56,55,52,41,48,29,39,23,34,40,38,69,50,51,46,41,50,44,46,32,47,56,44,31,46,46,46,51,55,36,50,34,44,50,47,56,47,45,48,38,43,45,65,41,48,30,40,35,55,46,50,40,43,37,36,49,53,36,55,50,42,51,32,51,50,50,42,46,31,38,29,33,27
"    AT4G29060.1 *-** elongation factor Ts family protein LENGTH=953 IPR001816 (Translation elongation factor EFTs/EF1B), IPR012340 (Nucleic acid-binding, OB-fold) GO:0003676 (nucleic acid binding), GO:0003746 (translation elongation factor activity), GO:0005515 (protein binding), GO:0005622 (intracellular), GO:0006414 (translational elongation)",Niben101Scf03142g02005.1,51,51,51,40,48,26,34,24,31,37,36,63,44,48,44,39,48,41,45,30,43,51,39,29,45,44,44,46,53,30,46,34,41,47,40,49,42,43,44,38,41,38,63,38,46,26,37,29,55,42,47,39,42,36,33,46,48,34,47,43,36,50,29,45,48,44,38,40,30,34,28,32,24
AT4G28080.1 *-*- Tetratricopeptide repeat (TPR)-like superfamily protein LENGTH=1819 IPR011990 (Tetratricopeptide-like helical domain) GO:0005515 (protein binding),Niben101Scf12258g01006.1,8,3,11,8,4,2,6,3,0,4,3,9,7,7,4,9,5,5,8,1,7,6,7,2,8,9,9,5,6,4,3,2,8,6,5,8,3,6,9,7,4,4,8,6,6,2,5,2,6,9,3,4,8,6,4,4,5,1,5,6,2,4,4,6,6,5,6,5,3,0,2,4,4
AT4G27670.1 *-*- heat shock protein 21 LENGTH=227 IPR008978 (HSP20-like chaperone),Niben101Scf04091g00013.1,,,,,,,,,,,,6,2,,,,8,1,2,,,,,,,,,,,,,,,,4,6,4,,,0,,,,,,,,,,,,,,,1,2,,,,2,1,0,,,,,,,,,,,
AT4G27670.1 ***- heat shock protein 21 LENGTH=227 IPR008978 (HSP20-like chaperone),Niben101Scf00317g09001.1,,,,,,,,,,,,3,1,,,,12,1,1,,,,,,,,,,,,,,,,2,4,2,,,0,,,,,,,,,,,,,,,3,1,,,,1,,0,,,1,,,,,,,,
"Cluster of AT4G25080.3 **** magnesium-protoporphyrin IX methyltransferase LENGTH=312 IPR010251 (Magnesium-protoporphyrin IX methyltransferase), IPR029063 (S-adenosyl-L-methionine-dependent methyltransferase) GO:0008168 (methyltransferase activity), GO:0015995 (chlorophyll biosynthetic process), GO:0046406 (magnesium protoporphyrin IX methyltransferase activity) (Niben101Scf03548g02031.1)",Niben101Scf03548g02031.1 [3],10,7,9,8,14,6,10,6,4,9,8,15,10,15,10,7,11,9,10,6,5,10,9,6,8,11,11,12,10,6,11,8,7,8,11,11,8,10,10,6,8,11,10,8,9,6,10,10,7,12,11,9,12,6,7,11,7,5,9,10,9,11,7,13,9,8,4,12,9,8,4,9,5
    AT4G25080.3 ***- magnesium-protoporphyrin IX methyltransferase LENGTH=312 IPR029063 (S-adenosyl-L-methionine-dependent methyltransferase),Niben101Scf03548g02030.1,7,5,6,5,10,5,6,5,3,6,4,7,7,7,7,5,6,6,6,4,4,6,7,5,5,7,7,7,5,4,6,5,3,5,6,6,6,7,7,5,6,6,6,4,7,5,6,6,4,7,7,6,7,5,5,6,5,5,5,7,5,6,5,8,6,4,4,8,5,5,4,6,3
    AT4G25080.3 ***- magnesium-protoporphyrin IX methyltransferase LENGTH=312 IPR029063 (S-adenosyl-L-methionine-dependent methyltransferase),Niben101Ctg06549g00002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    AT4G25080.3 **** magnesium-protoporphyrin IX methyltransferase LENGTH=312 IPR010251 (Magnesium-protoporphyrin IX methyltransferase), IPR029063 (S-adenosyl-L-methionine-dependent methyltransferase) GO:0008168 (methyltransferase activity), GO:0015995 (chlorophyll biosynthetic process), GO:0046406 (magnesium protoporphyrin IX methyltransferase activity)",Niben101Scf03548g02031.1,10,7,9,8,12,5,10,6,4,8,8,15,9,14,9,7,11,9,10,6,4,8,8,5,8,11,11,12,10,6,11,7,7,8,11,10,8,10,9,6,6,11,10,8,8,6,10,10,7,11,10,9,11,6,6,10,7,5,9,10,9,10,7,12,8,8,4,10,8,7,4,8,5
"Cluster of AT4G24450.1 *-*- phosphoglucan, water dikinase LENGTH=1278 IPR002192 (Pyruvate phosphate dikinase, PEP/pyruvate-binding), IPR013783 (Immunoglobulin-like fold), IPR013784 (Carbohydrate-binding-like fold), IPR013816 (ATP-grasp fold, subdomain 2) GO:0003824 (catalytic activity), GO:0005524 (ATP binding), GO:0016301 (kinase activity), GO:0016310 (phosphorylation), GO:0030246 (carbohydrate binding), GO:2001070 (starch binding) (Niben101Scf00270g16015.1)",Niben101Scf00270g16015.1 [2],,,0,0,,0,0,,0,0,1,0,0,1,,,0,0,1,,,0,0,,1,0,0,1,1,,0,0,0,0,,,0,0,1,,0,,,0,0,0,,,4,0,0,,1,1,,2,,,1,1,0,0,1,0,1,0,,,,1,,0,0
"    sp|Q6ZY51|PWD_ARATH ***- Phosphoglucan, water dikinase, chloroplastic",Niben101Scf00047g02014.1,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"    AT4G24450.1 *-*- phosphoglucan, water dikinase LENGTH=1278 IPR002192 (Pyruvate phosphate dikinase, PEP/pyruvate-binding), IPR013783 (Immunoglobulin-like fold), IPR013784 (Carbohydrate-binding-like fold), IPR013816 (ATP-grasp fold, subdomain 2) GO:0003824 (catalytic activity), GO:0005524 (ATP binding), GO:0016301 (kinase activity), GO:0016310 (phosphorylation), GO:0030246 (carbohydrate binding), GO:2001070 (starch binding)",Niben101Scf00270g16015.1,,,0,0,,0,0,,0,0,1,0,0,1,,,0,0,1,,,0,0,,1,0,0,1,1,,0,0,0,0,,,0,0,1,,0,,,,0,0,,,4,0,0,,1,1,,2,,,1,1,0,0,1,,1,0,,,,1,,0,0
"Cluster of AT4G24190.1 *-*- Chaperone protein htpG family protein LENGTH=823 IPR001404 (Heat shock protein Hsp90 family) GO:0005524 (ATP binding), GO:0006457 (protein folding), GO:0006950 (response to stress), GO:0051082 (unfolded protein binding) (Niben101Scf04331g09018.1)",Niben101Scf04331g09018.1 [5],20,22,12,14,22,14,22,16,13,16,12,19,18,25,19,19,20,11,16,14,13,26,18,14,13,26,26,23,17,14,18,15,17,13,15,25,13,20,18,18,17,18,20,14,21,9,20,10,16,25,26,15,13,13,11,16,16,15,14,17,19,20,15,19,14,12,15,19,15,11,12,10,19
    gi|984249|emb|CAA62352.1| protein kinase [Sus scrofa],gi|984249|emb|CAA62352.1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    AT4G24190.1 *-*- Chaperone protein htpG family protein LENGTH=823 IPR001404 (Heat shock protein Hsp90 family) GO:0005524 (ATP binding), GO:0006457 (protein folding), GO:0006950 (response to stress), GO:0051082 (unfolded protein binding)",Niben101Scf04331g09018.1,20,21,12,13,22,14,20,15,12,16,12,19,18,24,19,19,19,11,16,13,12,26,17,14,13,25,25,23,17,14,18,14,16,13,15,24,13,19,18,18,17,18,20,12,20,8,18,8,16,25,25,15,13,12,11,14,16,14,12,16,18,20,12,18,14,11,15,19,15,11,11,10,19
"    AT4G24190.1 *-*- Chaperone protein htpG family protein LENGTH=823 IPR001404 (Heat shock protein Hsp90 family) GO:0005524 (ATP binding), GO:0006457 (protein folding), GO:0006950 (response to stress), GO:0051082 (unfolded protein binding)",Niben101Scf27914g00006.1,15,18,9,11,19,10,18,12,10,14,10,15,15,19,15,12,14,8,11,10,10,20,12,11,11,19,19,18,13,12,11,12,13,10,12,20,11,15,12,14,14,14,16,9,15,6,15,6,12,21,23,11,11,11,8,11,14,9,10,13,15,15,10,15,10,8,12,17,12,7,9,8,17
"    AT4G24190.1 *-*- Chaperone protein htpG family protein LENGTH=823 IPR001404 (Heat shock protein Hsp90 family) GO:0005524 (ATP binding), GO:0006457 (protein folding), GO:0006950 (response to stress), GO:0051082 (unfolded protein binding)",Niben101Scf00837g11004.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    AT4G24190.1 *-*- Chaperone protein htpG family protein LENGTH=823 IPR001404 (Heat shock protein Hsp90 family) GO:0005524 (ATP binding), GO:0006457 (protein folding), GO:0006950 (response to stress), GO:0051082 (unfolded protein binding)",Niben101Scf00837g10012.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cluster of AT4G23900.1 **** Nucleoside diphosphate kinase family protein LENGTH=237 IPR001564 (Nucleoside diphosphate kinase) GO:0004550 (nucleoside diphosphate kinase activity), GO:0005524 (ATP binding), GO:0006165 (nucleoside diphosphate phosphorylation), GO:0006183 (GTP biosynthetic process), GO:0006228 (UTP biosynthetic process), GO:0006241 (CTP biosynthetic process) (Niben101Scf00324g02022.1)",Niben101Scf00324g02022.1 [4],1,3,0,0,4,1,5,1,1,2,0,0,1,3,2,1,4,0,1,2,1,3,1,1,0,1,1,2,4,1,0,1,1,3,1,2,2,2,2,2,1,3,2,1,2,0,3,0,1,2,2,2,1,2,1,0,5,2,0,1,0,3,0,2,1,2,1,2,2,2,1,2,1
"    AT4G23900.1 **** Nucleoside diphosphate kinase family protein LENGTH=237 IPR001564 (Nucleoside diphosphate kinase) GO:0004550 (nucleoside diphosphate kinase activity), GO:0005524 (ATP binding), GO:0006165 (nucleoside diphosphate phosphorylation), GO:0006183 (GTP biosynthetic process), GO:0006228 (UTP biosynthetic process), GO:0006241 (CTP biosynthetic process)",Niben101Scf00324g02022.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    AT4G23900.1 **** Nucleoside diphosphate kinase family protein LENGTH=237 IPR001564 (Nucleoside diphosphate kinase) GO:0004550 (nucleoside diphosphate kinase activity), GO:0005524 (ATP binding), GO:0006165 (nucleoside diphosphate phosphorylation), GO:0006183 (GTP biosynthetic process), GO:0006228 (UTP biosynthetic process), GO:0006241 (CTP biosynthetic process)",Niben101Scf03850g02024.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    AT4G23900.1 **** Nucleoside diphosphate kinase family protein LENGTH=237 IPR001564 (Nucleoside diphosphate kinase) GO:0004550 (nucleoside diphosphate kinase activity), GO:0005524 (ATP binding), GO:0006165 (nucleoside diphosphate phosphorylation), GO:0006183 (GTP biosynthetic process), GO:0006228 (UTP biosynthetic process), GO:0006241 (CTP biosynthetic process)",Niben101Scf00410g01016.1,1,2,0,0,3,0,3,1,1,2,0,0,1,2,2,1,3,0,1,2,1,3,1,1,0,1,1,2,3,1,0,1,1,3,1,2,2,2,2,2,1,3,2,0,2,,2,0,1,2,2,2,1,2,0,0,4,2,,,0,2,0,2,1,2,1,2,2,2,1,2,1
"    AT4G23900.1 **** Nucleoside diphosphate kinase family protein LENGTH=237 IPR001564 (Nucleoside diphosphate kinase) GO:0004550 (nucleoside diphosphate kinase activity), GO:0005524 (ATP binding), GO:0006165 (nucleoside diphosphate phosphorylation), GO:0006183 (GTP biosynthetic process), GO:0006228 (UTP biosynthetic process), GO:0006241 (CTP biosynthetic process)",Niben101Scf02972g02020.1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,,,,1,,,,0,,0,,,,,0,0,,0,1,0,0,1,0,0,0,0,,0,0,1,0,1,0,,1,0,1,0,,0,,0,0,0,0,0,,0
"Cluster of AT4G23100.1 **** glutamate-cysteine ligase LENGTH=522 IPR006336 (Glutamate--cysteine ligase, GCS2) GO:0004357 (glutamate-cysteine ligase activity), GO:0006750 (glutathione biosynthetic process), GO:0042398 (cellular modified amino acid biosynthetic process) (Niben101Scf05417g03027.1)",Niben101Scf05417g03027.1 [3],1,1,0,0,1,1,2,0,1,0,0,1,1,3,,1,,0,0,0,,0,1,1,0,0,0,2,0,0,1,0,1,1,0,,1,0,2,0,,0,,0,0,0,0,0,1,1,0,0,0,0,1,3,,0,0,1,1,2,1,0,0,1,0,,0,0,0,0,0
    AT4G23100.1 *-*- glutamate-cysteine ligase LENGTH=522,Niben101Scf06091g04004.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    AT4G23100.1 **** glutamate-cysteine ligase LENGTH=522 IPR006336 (Glutamate--cysteine ligase, GCS2) GO:0004357 (glutamate-cysteine ligase activity), GO:0006750 (glutathione biosynthetic process), GO:0042398 (cellular modified amino acid biosynthetic process)",Niben101Scf05417g03027.1,1,1,0,0,1,1,2,0,1,0,0,1,1,3,,1,,0,0,0,,0,1,1,0,0,0,2,0,0,1,0,1,1,0,,1,0,2,0,,0,,0,0,0,0,0,1,1,0,0,0,0,1,3,,0,0,1,1,2,1,0,0,1,0,,0,0,0,0,0
"    AT4G23100.1 **** glutamate-cysteine ligase LENGTH=522 IPR006336 (Glutamate--cysteine ligase, GCS2) GO:0004357 (glutamate-cysteine ligase activity), GO:0006750 (glutathione biosynthetic process), GO:0042398 (cellular modified amino acid biosynthetic process)",Niben101Scf06369g04008.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster of AT4G22890.1 ***- PGR5-LIKE A LENGTH=324 (Niben101Scf00490g01036.1),Niben101Scf00490g01036.1 [2],2,2,2,4,2,2,3,1,2,3,4,4,3,2,2,2,3,3,6,2,2,3,1,1,4,8,8,1,2,2,3,2,3,3,3,2,1,1,2,1,2,2,2,5,7,1,3,2,3,1,2,2,4,4,2,8,0,2,1,2,5,2,1,2,2,4,0,2,2,2,1,1,0
    AT4G22890.1 ***- PGR5-LIKE A LENGTH=324,Niben101Scf00490g01036.1,2,2,2,4,,2,3,,2,3,4,3,3,2,2,,3,2,4,,2,3,1,,3,4,4,1,2,,3,2,3,3,3,,1,,2,,2,2,2,5,6,1,3,2,3,1,2,2,4,4,2,4,,,1,2,4,2,1,2,2,4,,2,,2,1,1,
    AT4G22890.1 ***- PGR5-LIKE A LENGTH=324,Niben101Scf16022g00011.1,2,2,2,2,2,1,3,1,2,2,3,3,2,2,2,2,1,3,5,2,2,2,1,1,3,7,7,1,2,2,3,2,2,2,2,2,1,1,2,1,2,2,2,3,3,0,2,1,2,1,2,2,2,2,2,7,,2,1,2,3,2,1,2,1,2,0,2,2,2,1,1,0
Cluster of AT4G22890.1 ***- PGR5-LIKE A LENGTH=324 (Niben101Scf01111g01001.1),Niben101Scf01111g01001.1 [2],,,1,0,,2,1,,,3,2,3,2,2,1,,1,3,4,,,1,1,,3,4,4,0,2,,2,1,,1,2,,1,1,1,,,0,,0,3,0,2,1,3,,,,1,5,0,5,,1,2,3,1,1,1,1,1,3,,1,,1,0,1,
    AT4G22890.1 ***- PGR5-LIKE A LENGTH=324,Niben101Scf01111g01001.1,,,1,0,,2,1,,,3,2,3,2,2,1,,1,3,4,,,1,1,,3,4,4,0,2,,2,1,,1,2,,1,1,1,,,0,,0,3,0,2,1,3,,,,1,5,0,5,,1,2,3,1,1,1,1,1,3,,1,,1,0,1,
    AT4G11960.1 ***- PGR5-like B LENGTH=313,Niben101Scf01729g01002.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster of AT4G22240.1 ***- Plastid-lipid associated protein PAP / fibrillin family protein LENGTH=310 IPR006843 (Plastid lipid-associated protein/fibrillin conserved domain) (Niben101Scf09217g01001.1),Niben101Scf09217g01001.1 [2],13,15,10,11,8,5,5,5,1,11,9,18,9,9,12,5,17,6,13,2,7,10,6,6,3,8,8,9,12,10,13,5,6,16,10,14,11,6,8,7,8,9,7,9,5,6,14,6,14,9,9,6,7,2,5,11,6,6,19,11,8,6,3,10,15,14,3,7,4,5,5,5,3
    AT4G22240.1 ***- Plastid-lipid associated protein PAP / fibrillin family protein LENGTH=310 IPR006843 (Plastid lipid-associated protein/fibrillin conserved domain),Niben101Scf09217g01001.1,12,14,10,11,8,5,5,5,1,10,9,16,9,9,12,5,13,6,13,2,7,9,6,6,3,8,8,9,11,9,11,5,6,14,10,11,11,6,8,7,8,9,7,9,5,6,13,6,13,8,8,6,7,2,5,11,6,6,17,11,8,6,3,10,14,12,2,7,4,5,5,5,3
    AT4G22240.1 ***- Plastid-lipid associated protein PAP / fibrillin family protein LENGTH=310 IPR006843 (Plastid lipid-associated protein/fibrillin conserved domain),Niben101Scf02953g00007.1,10,11,9,9,7,4,2,4,1,9,7,15,8,7,9,3,13,4,10,1,5,8,5,5,2,5,5,7,9,9,12,4,5,12,9,11,8,5,6,5,6,6,5,7,3,6,12,5,12,8,7,5,6,1,4,9,5,5,15,8,7,5,2,7,12,12,3,6,2,3,3,4,2
"Cluster of AT4G19710.2 **** aspartate kinase-homoserine dehydrogenase ii LENGTH=916 IPR011147 (Bifunctional aspartokinase/homoserine dehydrogenase I), IPR016040 (NAD(P)-binding domain) GO:0004072 (aspartate kinase activity), GO:0004412 (homoserine dehydrogenase activity), GO:0006520 (cellular amino acid metabolic process), GO:0008152 (metabolic process), GO:0008652 (cellular amino acid biosynthetic process), GO:0009067 (aspartate family amino acid biosynthetic process), GO:0016491 (oxidoreductase activity), GO:0016597 (amino acid binding), GO:0050661 (NADP binding), GO:0055114 (oxidation-reduction process) (Niben101Scf06848g00008.1)",Niben101Scf06848g00008.1 [3],2,,5,3,,3,5,1,4,3,5,6,9,7,1,,0,7,6,4,3,4,9,,8,13,13,,3,1,2,6,10,4,5,,4,4,3,0,,0,,5,8,5,5,3,5,4,0,2,4,9,0,8,,,1,7,4,2,5,3,4,8,,1,,2,5,3,
"    AT4G19710.2 *-** aspartate kinase-homoserine dehydrogenase ii LENGTH=916 IPR001341 (Aspartate kinase domain) GO:0004072 (aspartate kinase activity), GO:0008652 (cellular amino acid biosynthetic process)",Niben101Scf02459g07011.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    AT4G19710.2 **** aspartate kinase-homoserine dehydrogenase ii LENGTH=916 IPR011147 (Bifunctional aspartokinase/homoserine dehydrogenase I), IPR016040 (NAD(P)-binding domain) GO:0004072 (aspartate kinase activity), GO:0004412 (homoserine dehydrogenase activity), GO:0006520 (cellular amino acid metabolic process), GO:0008152 (metabolic process), GO:0008652 (cellular amino acid biosynthetic process), GO:0009067 (aspartate family amino acid biosynthetic process), GO:0016491 (oxidoreductase activity), GO:0016597 (amino acid binding), GO:0050661 (NADP binding), GO:0055114 (oxidation-reduction process)",Niben101Scf06848g00008.1,2,,5,3,,3,5,1,4,3,5,6,9,7,1,,0,7,6,4,3,4,9,,8,13,13,,3,1,2,6,10,4,5,,4,4,3,0,,,,5,8,5,5,3,5,4,,2,4,9,0,8,,,1,7,4,2,5,3,4,8,,1,,2,5,3,
"    AT1G31230.1 **** aspartate kinase-homoserine dehydrogenase i LENGTH=911 IPR011147 (Bifunctional aspartokinase/homoserine dehydrogenase I), IPR016040 (NAD(P)-binding domain) GO:0004072 (aspartate kinase activity), GO:0004412 (homoserine dehydrogenase activity), GO:0006520 (cellular amino acid metabolic process), GO:0008152 (metabolic process), GO:0008652 (cellular amino acid biosynthetic process), GO:0009067 (aspartate family amino acid biosynthetic process), GO:0016491 (oxidoreductase activity), GO:0016597 (amino acid binding), GO:0050661 (NADP binding), GO:0055114 (oxidation-reduction process)",Niben101Scf02182g05003.1,,,4,2,,3,4,,3,3,5,6,8,6,,,,5,6,3,3,4,7,,6,10,10,,3,,2,3,8,4,4,,3,4,3,,,,,5,4,4,4,3,5,3,,2,4,7,0,6,,,1,5,4,2,5,3,3,6,,1,,2,4,3,
"AT4G18030.1 ***- S-adenosyl-L-methionine-dependent methyltransferases superfamily protein LENGTH=621 IPR004159 (Putative S-adenosyl-L-methionine-dependent methyltransferase), IPR029063 (S-adenosyl-L-methionine-dependent methyltransferase) GO:0008168 (methyltransferase activity)",Niben101Scf10448g01003.1,,,1,,,1,1,,1,,0,1,1,1,0,,,2,,3,,2,,,2,2,2,,2,,,1,1,,,,,1,1,,,,,1,3,1,0,,1,1,1,,,2,,0,,,,2,,1,4,,1,1,,,,,,,
Cluster of AT4G16580.1 ***- Protein phosphatase 2C family protein LENGTH=467 IPR001932 (Protein phosphatase 2C (PP2C)-like domain) GO:0003824 (catalytic activity) (Niben101Scf08625g00008.1),Niben101Scf08625g00008.1 [3],2,3,2,2,1,,2,2,2,1,2,3,1,3,1,1,3,2,1,2,2,3,3,2,4,1,1,2,3,2,1,2,3,2,2,2,1,1,3,1,2,1,3,3,3,2,2,2,0,3,2,2,1,2,1,2,2,2,1,1,,2,2,1,2,2,3,1,1,1,1,2,2
    AT4G16580.1 ***- Protein phosphatase 2C family protein LENGTH=467 IPR001932 (Protein phosphatase 2C (PP2C)-like domain) GO:0003824 (catalytic activity),Niben101Scf08625g00008.1 (+1),2,3,2,2,1,,2,2,2,1,2,3,1,3,1,1,3,2,1,2,2,3,3,2,4,1,1,2,3,2,1,2,3,2,2,2,1,1,3,1,2,1,3,3,3,2,2,2,0,3,2,2,1,2,1,2,2,2,1,1,,2,2,1,2,2,3,1,1,1,1,2,2
    AT4G16580.1 ***- Protein phosphatase 2C family protein LENGTH=467 IPR001932 (Protein phosphatase 2C (PP2C)-like domain) GO:0003824 (catalytic activity),Niben101Scf02627g00020.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
